Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_Difference,Power,Wear_Ratio
1,298.8,309.7,1225,63.4,37,0,10.899999999999975,77665.0,0.030204081632653
2,298.8,309.6,1384,48.2,39,0,10.800000000000011,66708.8,0.028179190751445
1,298.8,309.8,1334,49.3,42,0,11.0,65766.2,0.0314842578710644
1,298.8,309.7,1336,50.3,44,0,10.899999999999975,67200.8,0.0329341317365269
2,298.8,309.9,1331,61.6,46,0,11.099999999999966,81989.6,0.0345604808414725
1,298.8,309.9,1629,31.9,49,0,11.099999999999966,51965.1,0.0300798035604665
1,298.9,310.0,1776,25.7,51,0,11.100000000000025,45643.2,0.0287162162162162
0,298.8,310.0,1530,38.3,53,0,11.199999999999989,58598.99999999999,0.0346405228758169
1,298.9,310.0,1719,27.3,58,0,11.100000000000025,46928.7,0.033740546829552
2,298.8,309.9,1495,35.2,60,0,11.099999999999966,52624.00000000001,0.040133779264214
1,298.8,309.7,1450,43.1,63,0,10.899999999999975,62495.0,0.0434482758620689
0,298.8,309.8,1563,38.8,65,0,11.0,60644.4,0.0415866922584772
2,298.9,309.9,1501,37.1,70,0,11.0,55687.1,0.0466355762824783
1,298.8,309.9,1351,47.2,73,0,11.099999999999966,63767.2,0.0540340488527017
1,298.9,309.9,1365,46.5,75,0,11.0,63472.5,0.0549450549450549
1,298.8,309.9,1525,39.7,77,0,11.099999999999966,60542.50000000001,0.0504918032786885
2,298.8,309.8,1288,61.9,79,0,11.0,79727.2,0.061335403726708
1,298.6,309.6,1423,42.7,82,0,11.0,60762.100000000006,0.0576247364722417
2,298.5,309.6,1502,39.4,84,0,11.100000000000025,59178.8,0.0559254327563249
1,298.5,309.5,1428,43.5,87,0,11.0,62118.0,0.0609243697478991
2,298.6,309.5,1566,38.1,89,0,10.899999999999975,59664.600000000006,0.0568326947637292
2,298.5,309.5,1483,44.8,92,0,11.0,66438.4,0.062036412677006
0,298.6,309.6,1593,33.3,95,0,11.0,53046.9,0.0596359070935342
1,298.5,309.6,1724,26.4,100,0,11.100000000000025,45513.6,0.0580046403712296
1,298.5,309.7,2617,12.1,102,1,11.199999999999989,31665.7,0.0389759266335498
1,298.6,309.7,1294,59.4,104,0,11.099999999999966,76863.59999999999,0.080370942812983
1,298.6,309.6,1533,40.7,106,0,11.0,62393.100000000006,0.0691454664057403
0,298.5,309.4,1671,31.8,108,0,10.899999999999975,53137.8,0.0646319569120287
1,298.5,309.5,1370,52.4,113,0,11.0,71788.0,0.0824817518248175
1,298.5,309.6,1462,45.1,115,0,11.100000000000025,65936.2,0.0786593707250342
1,298.4,309.5,1545,36.6,117,0,11.100000000000025,56547.0,0.0757281553398058
2,298.4,309.5,1484,41.7,119,0,11.100000000000025,61882.8,0.080188679245283
2,298.4,309.5,1344,45.3,122,0,11.100000000000025,60883.2,0.0907738095238095
1,298.4,309.5,1357,50.1,125,0,11.100000000000025,67985.7,0.0921149594694178
2,298.5,309.6,1572,33.0,127,0,11.100000000000025,51876.0,0.0807888040712468
1,298.5,309.6,1861,26.9,130,0,11.100000000000025,50060.9,0.0698549167114454
1,298.5,309.5,1548,44.5,132,0,11.0,68886.0,0.0852713178294573
1,298.6,309.8,1496,37.7,134,0,11.199999999999989,56399.2,0.0895721925133689
2,298.6,309.7,1314,49.7,136,0,11.099999999999966,65305.8,0.1035007610350076
2,298.6,309.7,1422,49.7,139,0,11.099999999999966,70673.40000000001,0.0977496483825597
1,298.6,309.8,1842,20.1,142,0,11.199999999999989,37024.2,0.0770901194353963
2,298.7,309.9,1434,53.0,144,0,11.199999999999989,76002.0,0.100418410041841
2,298.8,310.1,1585,31.3,147,0,11.300000000000011,49610.5,0.0927444794952681
0,298.8,310.1,1704,30.7,150,0,11.300000000000011,52312.8,0.0880281690140845
1,298.9,310.2,1971,23.2,155,0,11.300000000000011,45727.2,0.0786402841197361
1,299.0,310.3,1431,39.9,157,0,11.300000000000011,57096.9,0.1097134870719776
1,298.9,310.4,1546,37.7,159,0,11.5,58284.2,0.1028460543337645
1,298.9,310.3,1496,36.3,161,0,11.400000000000034,54304.8,0.1076203208556149
0,298.9,310.3,1243,63.0,163,0,11.400000000000034,78309.0,0.1311343523732904
1,299.0,310.4,1452,46.2,168,0,11.399999999999975,67082.40000000001,0.1157024793388429
1,299.1,310.6,1380,44.7,170,0,11.5,61686.00000000001,0.1231884057971014
1,299.2,310.6,1567,38.4,172,0,11.400000000000034,60172.8,0.1097638800255264
1,299.1,310.5,1628,35.9,174,0,11.399999999999975,58445.2,0.1068796068796068
1,299.1,310.4,1505,46.1,176,0,11.299999999999956,69380.5,0.1169435215946843
2,299.0,310.3,1827,28.0,178,0,11.300000000000011,51156.0,0.0974274767378215
1,299.0,310.3,1577,40.0,181,0,11.300000000000011,63080.0,0.1147748890298034
1,298.9,310.2,1304,57.2,183,0,11.300000000000011,74588.8,0.1403374233128834
0,298.9,310.1,1324,54.6,185,0,11.200000000000044,72290.40000000001,0.1397280966767371
1,298.8,310.0,1537,39.9,190,0,11.199999999999989,61326.3,0.1236174365647365
2,298.8,310.1,1501,48.7,192,0,11.300000000000011,73098.7,0.1279147235176549
2,298.7,309.9,1654,29.1,195,0,11.199999999999989,48131.4,0.1178960096735187
2,298.7,310.0,1519,38.1,198,0,11.300000000000011,57873.9,0.130348913759052
1,298.7,309.9,1371,51.3,201,0,11.199999999999989,70332.3,0.1466083150984682
1,298.7,309.8,1181,65.9,203,1,11.100000000000025,77827.90000000001,0.1718882303132938
1,298.6,309.8,1469,42.8,205,0,11.199999999999989,62873.2,0.1395507147719537
1,298.6,309.8,1637,34.6,207,0,11.199999999999989,56640.2,0.1264508246792914
1,298.6,309.8,1370,56.0,0,0,11.199999999999989,76720.0,0.0
1,298.6,309.9,1630,30.6,2,0,11.299999999999956,49878.0,0.0012269938650306
1,298.6,310.0,1517,39.0,4,0,11.399999999999975,59163.0,0.002636783124588
2,298.6,309.9,1668,32.3,6,0,11.299999999999956,53876.4,0.0035971223021582
2,298.6,309.9,1818,24.9,9,0,11.299999999999956,45268.2,0.0049504950495049
2,298.6,310.0,1541,36.9,12,0,11.399999999999975,56862.9,0.0077871512005191
1,298.5,309.9,1482,42.1,15,0,11.399999999999975,62392.2,0.0101214574898785
1,298.6,310.1,1439,49.9,17,0,11.5,71806.09999999999,0.0118137595552467
1,298.5,310.0,1492,41.2,19,0,11.5,61470.4,0.0127345844504021
1,298.4,309.9,1725,27.8,21,0,11.5,47955.0,0.0121739130434782
1,298.4,310.0,1559,44.2,23,0,11.600000000000025,68907.8,0.0147530468248877
1,298.5,310.0,1435,42.5,25,0,11.5,60987.5,0.0174216027874564
2,298.6,310.0,1512,37.5,27,0,11.399999999999975,56700.0,0.0178571428571428
1,298.6,309.9,1564,37.1,30,0,11.299999999999956,58024.4,0.0191815856777493
1,298.6,310.0,1522,40.3,32,0,11.399999999999975,61336.6,0.0210249671484888
1,298.6,309.9,1356,59.5,34,0,11.299999999999956,80682.0,0.0250737463126843
1,298.6,309.9,1556,38.6,36,0,11.299999999999956,60061.600000000006,0.0231362467866323
1,298.6,309.9,1393,45.5,38,0,11.299999999999956,63381.5,0.0272792534099066
1,298.7,309.9,1753,26.8,40,0,11.199999999999989,46980.4,0.0228180262407301
1,298.7,309.9,1651,29.5,42,0,11.199999999999989,48704.5,0.0254391278013325
1,298.7,309.9,1372,54.7,44,0,11.199999999999989,75048.40000000001,0.032069970845481
1,298.7,309.9,1446,43.3,46,0,11.199999999999989,62611.8,0.0318118948824343
2,298.7,309.8,1501,44.7,48,0,11.100000000000025,67094.7,0.0319786808794137
2,298.7,309.9,1411,45.1,51,0,11.199999999999989,63636.1,0.036144578313253
0,298.6,309.7,1672,27.5,54,0,11.099999999999966,45980.0,0.0322966507177033
2,298.7,309.8,1475,40.5,59,0,11.100000000000025,59737.5,0.04
1,298.7,309.8,1469,38.4,62,0,11.100000000000025,56409.6,0.0422055820285908
1,298.6,309.8,1704,28.3,64,0,11.199999999999989,48223.2,0.0375586854460093
0,298.6,309.7,1463,39.1,66,0,11.099999999999966,57203.3,0.0451127819548872
2,298.6,309.7,1280,64.1,71,0,11.099999999999966,82048.0,0.05546875
1,298.7,309.9,1464,38.0,74,0,11.199999999999989,55632.0,0.0505464480874316
1,298.6,309.8,1332,46.4,76,0,11.199999999999989,61804.8,0.057057057057057
1,298.5,309.7,1634,37.8,78,0,11.199999999999989,61765.2,0.047735618115055
2,298.6,309.8,1430,43.1,80,0,11.199999999999989,61633.0,0.0559440559440559
2,298.5,309.7,1523,44.6,83,0,11.199999999999989,67925.8,0.0544977019041365
2,298.5,309.7,1557,37.7,86,0,11.199999999999989,58698.9,0.0552344251766217
1,298.5,309.6,1585,32.2,89,0,11.100000000000025,51037.00000000001,0.0561514195583596
0,298.5,309.6,1579,33.5,91,0,11.100000000000025,52896.5,0.0576314122862571
2,298.5,309.7,1354,60.8,96,0,11.199999999999989,82323.2,0.0709010339734121
1,298.6,309.7,1627,33.4,99,0,11.099999999999966,54341.8,0.0608481868469575
1,298.4,309.6,1477,35.6,101,0,11.200000000000044,52581.2,0.0683818551117129
2,298.3,309.4,1595,29.0,103,0,11.099999999999966,46255.0,0.064576802507837
1,298.4,309.5,1520,38.1,106,0,11.100000000000025,57912.0,0.0697368421052631
1,298.3,309.4,1618,31.5,108,0,11.099999999999966,50967.0,0.0667490729295426
1,298.4,309.5,1397,50.3,110,0,11.100000000000025,70269.09999999999,0.0787401574803149
1,298.4,309.5,1450,47.9,112,0,11.100000000000025,69455.0,0.0772413793103448
2,298.5,309.5,1501,40.2,114,0,11.0,60340.2,0.0759493670886076
1,298.4,309.4,1392,50.1,117,0,11.0,69739.2,0.084051724137931
1,298.4,309.4,1385,43.2,119,0,11.0,59832.00000000001,0.0859205776173285
1,298.4,309.4,1461,46.3,121,0,11.0,67644.3,0.082819986310746
2,298.5,309.6,1364,58.7,123,0,11.100000000000025,80066.8,0.0901759530791788
1,298.5,309.5,1579,38.6,126,0,11.0,60949.4,0.0797973400886637
2,298.4,309.5,1514,38.8,128,0,11.100000000000025,58743.2,0.0845442536327609
2,298.3,309.5,1560,36.9,131,0,11.199999999999989,57564.0,0.0839743589743589
1,298.3,309.5,1542,36.7,134,0,11.199999999999989,56591.4,0.0869001297016861
1,298.3,309.4,1668,27.1,136,0,11.099999999999966,45202.8,0.0815347721822542
2,298.3,309.4,1816,22.6,138,0,11.099999999999966,41041.600000000006,0.0759911894273127
2,298.3,309.4,1509,34.2,141,0,11.099999999999966,51607.8,0.0934393638170974
1,298.4,309.6,1479,37.8,144,0,11.200000000000044,55906.2,0.0973630831643002
1,298.4,309.6,1655,30.2,146,0,11.200000000000044,49981.0,0.0882175226586102
1,298.3,309.5,1711,30.3,148,0,11.199999999999989,51843.3,0.086499123319696
1,298.4,309.7,1581,34.6,150,0,11.300000000000011,54702.600000000006,0.0948766603415559
0,298.6,309.8,1279,55.9,152,0,11.199999999999989,71496.09999999999,0.1188428459734167
1,298.5,309.8,1468,40.9,157,0,11.300000000000011,60041.2,0.1069482288828337
1,298.4,309.7,1419,41.3,159,0,11.300000000000011,58604.7,0.1120507399577167
1,298.4,309.7,1530,38.6,161,0,11.300000000000011,59058.0,0.1052287581699346
1,298.4,309.6,1710,27.3,163,1,11.200000000000044,46683.0,0.0953216374269005
1,298.4,309.7,1518,39.8,165,0,11.300000000000011,60416.4,0.108695652173913
2,298.4,309.7,1679,33.3,167,0,11.300000000000011,55910.7,0.0994639666468135
2,298.4,309.7,1870,22.5,170,0,11.300000000000011,42075.0,0.0909090909090909
1,298.3,309.7,1484,44.3,173,0,11.399999999999975,65741.2,0.116576819407008
1,298.4,309.7,1457,44.2,175,0,11.300000000000011,64399.4,0.1201098146877144
0,298.3,309.6,1546,36.2,177,0,11.300000000000011,55965.2,0.1144890038809831
2,298.2,309.5,1478,36.5,182,0,11.300000000000011,53947.0,0.1231393775372124
1,298.2,309.4,1447,47.1,185,0,11.199999999999989,68153.7,0.1278507256392536
1,298.2,309.4,1443,45.4,187,0,11.199999999999989,65512.2,0.1295911295911296
1,298.3,309.6,1527,30.9,189,0,11.300000000000011,47184.3,0.1237721021611002
2,298.3,309.6,1469,54.8,191,0,11.300000000000011,80501.2,0.1300204220558203
2,298.3,309.6,1681,27.1,194,0,11.300000000000011,45555.100000000006,0.11540749553837
1,298.3,309.6,1420,44.1,197,0,11.300000000000011,62622.0,0.1387323943661972
2,298.3,309.5,1543,49.9,199,0,11.199999999999989,76995.7,0.1289695398574206
1,298.4,309.5,1376,50.4,202,0,11.100000000000025,69350.4,0.1468023255813953
0,298.3,309.4,1631,29.8,0,0,11.099999999999966,48603.8,0.0
0,298.3,309.3,1529,41.7,5,0,11.0,63759.3,0.0032701111837802
1,298.3,309.4,1468,46.2,10,0,11.099999999999966,67821.6,0.0068119891008174
1,298.3,309.4,1378,52.3,12,0,11.099999999999966,72069.4,0.0087082728592162
1,298.3,309.3,1401,51.9,14,0,11.0,72711.9,0.0099928622412562
1,298.4,309.3,1531,37.4,16,0,10.900000000000034,57259.4,0.0104506858262573
1,298.4,309.3,1512,35.8,18,0,10.900000000000034,54129.6,0.0119047619047619
2,298.5,309.4,1522,47.4,20,0,10.899999999999975,72142.8,0.0131406044678055
2,298.5,309.3,1615,31.8,23,0,10.800000000000011,51357.0,0.0142414860681114
1,298.6,309.3,1449,46.5,26,0,10.699999999999989,67378.5,0.017943409247757
1,298.6,309.4,1315,55.5,28,0,10.799999999999956,72982.5,0.0212927756653992
2,298.6,309.4,1465,41.1,30,0,10.799999999999956,60211.5,0.0204778156996587
2,298.6,309.5,1404,43.3,33,0,10.899999999999975,60793.2,0.0235042735042735
1,298.6,309.5,1547,44.8,36,0,10.899999999999975,69305.59999999999,0.0232708468002585
2,298.6,309.5,1426,45.4,38,0,10.899999999999975,64740.4,0.0266479663394109
1,298.6,309.5,1730,30.2,41,0,10.899999999999975,52246.0,0.0236994219653179
1,298.5,309.4,1548,37.7,43,0,10.899999999999975,58359.600000000006,0.0277777777777777
1,298.5,309.4,1517,40.2,45,0,10.899999999999975,60983.4,0.029663810151615
1,298.6,309.5,1687,29.3,47,0,10.899999999999975,49429.1,0.0278601066982809
1,298.5,309.5,1738,25.2,49,0,11.0,43797.6,0.02819332566168
0,298.4,309.4,1512,35.3,51,0,11.0,53373.6,0.0337301587301587
2,298.5,309.4,1365,48.7,56,0,10.899999999999975,66475.5,0.041025641025641
0,298.5,309.4,2011,21.0,59,0,10.899999999999975,42231.0,0.0293386374937841
1,298.4,309.3,1806,27.6,64,0,10.900000000000034,49845.600000000006,0.0354374307862679
1,298.4,309.3,1716,28.4,66,0,10.900000000000034,48734.4,0.0384615384615384
2,298.4,309.4,1666,24.3,68,0,11.0,40483.8,0.0408163265306122
1,298.5,309.4,1578,36.3,71,0,10.899999999999975,57281.4,0.0449936628643852
1,298.3,309.3,1558,37.2,73,0,11.0,57957.600000000006,0.0468549422336328
1,298.3,309.2,1456,45.5,75,0,10.899999999999975,66248.0,0.051510989010989
2,298.2,309.1,1457,49.0,77,0,10.900000000000034,71393.0,0.0528483184625943
1,298.2,309.1,1467,44.5,80,0,10.900000000000034,65281.5,0.0545330606680299
2,298.1,309.0,1661,38.2,82,0,10.899999999999975,63450.2,0.049367850692354
1,298.1,309.0,1592,33.9,85,0,10.899999999999975,53968.8,0.0533919597989949
1,298.2,309.0,1596,37.2,87,0,10.800000000000011,59371.2,0.0545112781954887
1,298.2,309.0,1489,40.6,89,0,10.800000000000011,60453.4,0.0597716588314304
1,298.3,309.0,1471,48.3,91,0,10.699999999999989,71049.3,0.0618626784500339
2,298.3,309.0,1505,41.3,93,0,10.699999999999989,62156.49999999999,0.0617940199335548
1,298.3,309.0,1519,40.0,96,0,10.699999999999989,60760.0,0.0631994733377221
1,298.3,309.0,1408,45.4,98,0,10.699999999999989,63923.2,0.0696022727272727
1,298.2,308.9,1332,44.4,100,0,10.699999999999989,59140.8,0.075075075075075
1,298.1,308.9,1351,52.4,102,0,10.799999999999956,70792.4,0.0754996299037749
1,298.0,308.9,1500,36.7,104,0,10.899999999999975,55050.00000000001,0.0693333333333333
2,298.0,308.7,1614,30.7,106,0,10.699999999999989,49549.8,0.0656753407682775
1,298.0,308.8,1489,36.5,109,0,10.800000000000011,54348.5,0.0732034922766957
2,297.9,308.7,1751,26.6,111,0,10.800000000000011,46576.600000000006,0.0633923472301542
1,298.0,308.7,1511,45.8,114,0,10.699999999999989,69203.8,0.0754467240238252
1,297.9,308.6,1691,29.6,116,0,10.700000000000044,50053.600000000006,0.0685984624482554
1,297.9,308.6,1757,27.5,118,0,10.700000000000044,48317.5,0.0671599317017643
0,297.9,308.7,1545,35.9,120,0,10.800000000000011,55465.5,0.0776699029126213
1,297.9,308.6,2262,15.7,125,0,10.700000000000044,35513.4,0.0552608311229
2,297.7,308.5,1559,35.2,127,0,10.800000000000011,54876.8,0.0814624759461193
1,297.6,308.4,1626,32.4,130,0,10.799999999999956,52682.4,0.079950799507995
1,297.6,308.3,1424,53.9,132,0,10.699999999999989,76753.59999999999,0.0926966292134831
2,297.6,308.3,1648,29.1,134,0,10.699999999999989,47956.8,0.0813106796116504
1,297.6,308.3,1523,39.5,137,0,10.699999999999989,60158.5,0.0899540380827314
1,297.6,308.3,1502,43.2,139,0,10.699999999999989,64886.4,0.09254327563249
1,297.5,308.2,1489,40.7,141,0,10.699999999999989,60602.3,0.0946944257891202
2,297.4,308.1,1620,31.2,143,0,10.700000000000044,50544.0,0.0882716049382716
1,297.5,308.1,1631,30.6,146,0,10.600000000000025,49908.600000000006,0.0895156345800122
2,297.5,308.0,1429,45.8,148,0,10.5,65448.2,0.1035689293212036
2,297.5,308.1,1334,72.0,151,1,10.600000000000025,96048.0,0.1131934032983508
1,297.4,308.0,1423,38.0,154,0,10.600000000000025,54074.0,0.1082220660576247
1,297.4,307.9,1390,47.7,156,0,10.5,66303.0,0.1122302158273381
2,297.4,307.9,1338,48.5,158,0,10.5,64893.0,0.1180866965620328
0,297.3,307.9,1461,37.5,161,0,10.599999999999966,54787.5,0.110198494182067
2,297.4,307.9,1627,34.3,166,0,10.5,55806.1,0.1020282728948985
1,297.3,307.8,1385,44.4,169,0,10.5,61494.0,0.1220216606498195
2,297.3,307.8,1538,48.0,171,0,10.5,73824.0,0.1111833550065019
1,297.4,307.9,1557,35.5,174,0,10.5,55273.5,0.1117533718689788
1,297.4,307.9,1606,33.4,176,0,10.5,53640.4,0.1095890410958904
2,297.5,308.0,1430,44.5,178,0,10.5,63635.0,0.1244755244755244
2,297.4,308.0,1601,34.6,181,0,10.600000000000025,55394.600000000006,0.1130543410368519
1,297.4,308.0,1356,51.9,184,0,10.600000000000025,70376.4,0.135693215339233
2,297.5,308.2,1624,30.9,186,0,10.699999999999989,50181.6,0.1145320197044335
1,297.5,308.2,1327,56.5,189,0,10.699999999999989,74975.5,0.1424265259984928
1,297.6,308.3,1410,47.0,191,0,10.699999999999989,66270.0,0.1354609929078014
1,297.6,308.3,1478,42.3,193,0,10.699999999999989,62519.4,0.1305818673883626
1,297.6,308.4,1460,40.3,195,0,10.799999999999956,58837.99999999999,0.1335616438356164
1,297.5,308.3,1435,40.3,197,0,10.800000000000011,57830.49999999999,0.1372822299651568
0,297.4,308.2,1359,46.9,199,0,10.800000000000011,63737.1,0.1464311994113318
1,297.4,308.1,1729,31.7,204,0,10.700000000000044,54809.3,0.1179872758820127
0,297.3,308.0,1384,49.1,206,0,10.699999999999989,67954.40000000001,0.1488439306358381
1,297.4,308.2,1297,52.1,211,0,10.800000000000011,67573.7,0.1626831148804934
1,297.5,308.4,1633,33.3,213,0,10.899999999999975,54378.9,0.1304347826086956
2,297.5,308.4,1505,37.2,215,0,10.899999999999975,55986.00000000001,0.1428571428571428
1,297.5,308.4,1433,50.0,218,0,10.899999999999975,71650.0,0.1521284019539427
1,297.4,308.4,1369,50.6,220,1,11.0,69271.40000000001,0.1607012417823228
1,297.4,308.3,1475,40.5,222,1,10.900000000000034,59737.5,0.1505084745762711
1,297.4,308.3,1561,38.3,0,0,10.900000000000034,59786.3,0.0
1,297.4,308.3,1472,45.5,2,0,10.900000000000034,66976.0,0.0013586956521739
1,297.5,308.4,1441,44.5,4,0,10.899999999999975,64124.5,0.0027758501040943
2,297.5,308.5,1401,50.5,6,0,11.0,70750.5,0.0042826552462526
1,297.5,308.5,1691,33.1,9,0,11.0,55972.100000000006,0.0053222945002956
1,297.6,308.6,1382,47.1,11,0,11.0,65092.2,0.0079594790159189
1,297.6,308.6,1355,46.4,13,0,11.0,62872.0,0.0095940959409594
1,297.6,308.6,1529,45.3,15,0,11.0,69263.7,0.0098103335513407
1,297.7,308.7,1829,24.9,17,0,11.0,45542.1,0.0092946965554948
0,297.6,308.6,1480,39.8,19,0,11.0,58903.99999999999,0.0128378378378378
1,297.6,308.5,1475,42.4,24,0,10.899999999999975,62540.0,0.0162711864406779
2,297.6,308.5,1431,52.6,26,0,10.899999999999975,75270.6,0.0181691125087351
1,297.5,308.3,1437,42.3,29,0,10.800000000000011,60785.1,0.0201809324982602
2,297.5,308.3,1476,45.6,31,0,10.800000000000011,67305.6,0.0210027100271002
0,297.5,308.4,1490,39.7,34,0,10.899999999999975,59153.00000000001,0.0228187919463087
1,297.4,308.3,1632,33.5,39,0,10.900000000000034,54672.0,0.0238970588235294
1,297.4,308.2,1402,49.7,41,0,10.800000000000011,69679.40000000001,0.0292439372325249
1,297.4,308.3,1347,45.8,43,0,10.900000000000034,61692.6,0.0319227913882702
1,297.5,308.4,1747,31.0,45,0,10.899999999999975,54157.0,0.0257584430452203
0,297.5,308.5,1557,39.1,47,0,11.0,60878.7,0.0301862556197816
1,297.4,308.4,1371,57.4,52,0,11.0,78695.4,0.0379285193289569
0,297.3,308.3,1506,37.0,54,0,11.0,55722.0,0.0358565737051792
1,297.3,308.3,1590,35.5,59,0,11.0,56445.0,0.0371069182389937
1,297.4,308.3,1336,53.7,61,0,10.900000000000034,71743.2,0.0456586826347305
1,297.3,308.3,1411,43.2,63,0,11.0,60955.2,0.0446491849751949
1,297.4,308.3,1704,27.3,65,0,10.900000000000034,46519.2,0.0381455399061032
1,297.5,308.4,1723,27.3,67,0,10.899999999999975,47037.9,0.0388856645385954
1,297.5,308.5,1459,39.7,69,0,11.0,57922.3,0.0472926662097326
1,297.6,308.5,1572,35.9,71,0,10.899999999999975,56434.8,0.0451653944020356
1,297.5,308.4,1384,56.0,73,0,10.899999999999975,77504.0,0.0527456647398843
1,297.6,308.6,1383,47.5,75,0,11.0,65692.5,0.054229934924078
2,297.6,308.5,1360,48.6,77,0,10.899999999999975,66096.0,0.0566176470588235
2,297.5,308.4,1596,36.6,80,0,10.899999999999975,58413.600000000006,0.050125313283208
1,297.5,308.5,1448,54.3,83,0,11.0,78626.4,0.0573204419889502
2,297.6,308.5,1443,38.2,85,0,10.899999999999975,55122.600000000006,0.0589050589050589
2,297.6,308.6,1492,35.5,88,0,11.0,52966.0,0.0589812332439678
1,297.5,308.6,1497,43.9,91,0,11.100000000000025,65718.3,0.0607882431529726
1,297.5,308.5,1530,38.5,93,0,11.0,58905.0,0.0607843137254901
2,297.4,308.4,1478,46.2,95,0,11.0,68283.6,0.064276048714479
1,297.4,308.4,1328,61.8,98,0,11.0,82070.4,0.0737951807228915
0,297.4,308.3,1771,27.4,100,0,10.900000000000034,48525.4,0.0564652738565782
2,297.4,308.4,1564,35.0,105,0,11.0,54740.0,0.0671355498721227
0,297.3,308.3,1461,41.5,108,0,11.0,60631.5,0.0739219712525667
2,297.4,308.3,1335,57.9,113,0,10.900000000000034,77296.5,0.0846441947565543
2,297.4,308.4,1441,46.8,116,0,11.0,67438.8,0.0804996530187369
1,297.3,308.3,1268,60.6,119,0,11.0,76840.8,0.0938485804416403
2,297.3,308.3,1697,27.4,121,0,11.0,46497.8,0.0713022981732469
1,297.4,308.4,1421,46.0,124,0,11.0,65366.0,0.0872624912033779
1,297.4,308.5,1496,36.4,126,0,11.100000000000025,54454.4,0.0842245989304812
1,297.5,308.5,1375,55.6,128,0,11.0,76450.0,0.093090909090909
1,297.4,308.5,1295,52.1,130,0,11.100000000000025,67469.5,0.1003861003861003
1,297.4,308.5,1643,33.8,132,0,11.100000000000025,55533.4,0.0803408399269628
1,297.5,308.6,1514,36.9,134,0,11.100000000000025,55866.6,0.0885072655217965
1,297.5,308.6,1671,29.4,136,0,11.100000000000025,49127.4,0.0813883901855176
0,297.5,308.6,1355,58.9,138,0,11.100000000000025,79809.5,0.1018450184501845
1,297.6,308.7,1365,50.6,143,0,11.099999999999966,69069.0,0.1047619047619047
1,297.5,308.7,1407,42.5,145,0,11.199999999999989,59797.5,0.1030561478322672
2,297.5,308.8,1455,46.1,147,0,11.300000000000011,67075.5,0.1010309278350515
1,297.5,308.8,1502,45.9,150,0,11.300000000000011,68941.8,0.099866844207723
2,297.5,308.8,1471,52.3,152,0,11.300000000000011,76933.3,0.1033310673011556
1,297.5,308.9,1581,30.4,155,0,11.399999999999975,48062.4,0.0980392156862745
1,297.5,308.8,1530,37.8,157,0,11.300000000000011,57833.99999999999,0.1026143790849673
1,297.5,308.8,1312,50.3,159,0,11.300000000000011,65993.59999999999,0.1211890243902439
1,297.4,308.6,1494,42.6,161,0,11.200000000000044,63644.4,0.107764390896921
2,297.4,308.6,1528,29.1,163,0,11.200000000000044,44464.8,0.106675392670157
0,297.3,308.6,1688,29.4,166,0,11.300000000000011,49627.2,0.0983412322274881
2,297.3,308.5,1520,42.4,171,0,11.199999999999989,64448.0,0.1125
2,297.3,308.5,1664,28.9,174,0,11.199999999999989,48089.6,0.1045673076923077
1,297.3,308.5,1514,44.5,177,0,11.199999999999989,67373.0,0.1169088507265521
1,297.3,308.5,1456,54.2,179,0,11.199999999999989,78915.2,0.1229395604395604
1,297.2,308.5,1494,39.6,181,0,11.300000000000011,59162.4,0.1211512717536813
1,297.2,308.4,1605,30.0,183,0,11.199999999999989,48150.0,0.114018691588785
2,297.2,308.5,1353,46.5,185,0,11.300000000000011,62914.5,0.1367331855136733
1,297.2,308.5,1447,47.9,188,0,11.300000000000011,69311.3,0.1299239806496199
1,297.2,308.5,1588,40.4,190,0,11.300000000000011,64155.2,0.1196473551637279
0,297.2,308.5,1524,41.4,192,0,11.300000000000011,63093.6,0.1259842519685039
2,297.2,308.5,1611,31.6,197,0,11.300000000000011,50907.600000000006,0.122284295468653
2,297.2,308.5,1604,34.9,200,0,11.300000000000011,55979.6,0.1246882793017456
1,297.1,308.5,1483,46.9,203,0,11.399999999999975,69552.7,0.1368846931894808
1,297.1,308.4,1543,39.6,205,0,11.299999999999956,61102.8,0.1328580686973428
1,297.1,308.5,1323,44.4,207,1,11.399999999999975,58741.2,0.1564625850340136
1,297.1,308.5,1555,36.2,0,0,11.399999999999975,56291.00000000001,0.0
1,297.1,308.4,1583,31.9,2,0,11.299999999999956,50497.7,0.0012634238787113
2,297.2,308.5,1584,40.0,4,0,11.300000000000011,63360.0,0.0025252525252525
1,297.2,308.5,1766,25.8,7,0,11.300000000000011,45562.8,0.0039637599093997
2,297.2,308.6,1498,44.4,9,0,11.400000000000034,66511.2,0.0060080106809078
1,297.2,308.6,1413,49.8,12,0,11.400000000000034,70367.4,0.0084925690021231
1,297.3,308.6,1505,33.5,14,0,11.300000000000011,50417.5,0.0093023255813953
0,297.3,308.7,1438,46.2,16,0,11.399999999999975,66435.6,0.0111265646731571
2,297.3,308.7,1655,34.1,21,0,11.399999999999975,56435.5,0.0126888217522658
2,297.3,308.7,1451,43.8,24,0,11.399999999999975,63553.8,0.0165403170227429
2,297.3,308.7,1466,38.4,27,0,11.399999999999975,56294.4,0.0184174624829467
